10000005	0.0012643754855502
2088	0.00110083120948601
157	0.00107132949650311
3642	0.00105969527687427
10000007	0.000908774465073844
602	0.000880140140124152
10757	0.000874563698892375
198	0.000838961231660311
5835410	0.000816383745579958
10000037	0.000755704095012209
491	0.000737350860556243
1658	0.000734504165186981
5823202	0.000732229806349145
10000006	0.000730757915951184
8826	0.000729393147433835
549	0.000723363631139844
366	0.00072123127122145
10000013	0.00071218719730113
761	0.000703532774176735
14469	0.000688119708321881
10000022	0.000683820680489261
10000009	0.000680739451731968
37472	0.000659240969922017
10000043	0.000653703554579292
427	0.000641735274617129
1647	0.000640003991747025
564	0.000637160576019639
10000014	0.000633233274245557
71899	0.000626875712928402
5104	0.000623592159204674
797	0.000611899858177142
11141	0.00061178651963734
10000008	0.00061098658766137
1251	0.000607551098406288
10000016	0.000606459788278424
1644	0.000601465230760591
184	0.000601037276589122
5820896	0.000593124424387058
5843598	0.00058215602323487
5835572	0.000575491134322601
750	0.000567460045092142
644	0.000566310814793138
9126	0.000561950232977403
207	0.000558595392903939
10000069	0.000554562539197658
10000048	0.000551179287804395
10000019	0.000545300956900535
5754788	0.000541432000971668
799	0.000534740720289452
356	0.000531248420375954
60958	0.000528976411069862
30748	0.000522048632828779
10000004	0.000504850069938906
3660	0.000504133852178407
10000010	0.000500471761672765
1562	0.000498798952272127
5825921	0.000496382114769246
10000026	0.000493128904818446
2177	0.000493099299024596
41219	0.000490416295836944
771	0.000486343403713762
2799	0.000485956768857994
228	0.000482867662136809
230	0.000482349626523843
1890	0.000481361169196361
2107	0.000480518812117
10000042	0.000479705410075257
617	0.00047573262606164
17107	0.000475460196691676
776	0.000469399539173862
5840867	0.000467420421036553
10000021	0.000465126962727002
34981	0.000464981774252519
68792	0.000462865509898966
6695883	0.000459942723216845
5830564	0.000456093895838797
10000020	0.000453887953778334
424	0.000452982426698315
224	0.000452357564668384
61219	0.000451905513739567
791	0.000450991959908402
14257	0.000450015728699174
5838836	0.00044868773663951
4568	0.000447404750810786
6261	0.00044738435629222
769	0.000444437775233744
2891	0.000443175428200828
232	0.000443097184314422
1485	0.000443093065832402
14187	0.000440159217073308
10000023	0.00043963651666978
